p15140coll6	Lettres de Louisiane	<p></p><p> </p><p>To view the corpus of letters, click on the link below:</p><p> </p><p>Lettres de Louisiane</p><p> </p><p>Or browse by:</p><p> </p><p> </p><p> Search the Letters:</p><p> </p><p>The Lettres de Louisiane database, funded by the French government in 2007-2008, is a collection of 38 letters written in French by Louisianans about the French Revolution. This corpus highlights Louisiana's strong cultural, linguistic, and social ties with France.</p><p> </p><p>The goal of this ongoing project is to enhance access to rare and understudied French documents held in the Special Collections by providing images of the original documents along with transcriptions in the Louisiana Digital Library. For the initial selection, Dr. Carole Salmon chose approximately 40 documents, mostly manuscripts, taking into consideration factors such as the author's profession and social status in France following the French Revolution.</p><p> </p><p>The French Revolution was an event of tremendous importance, and one which had profound impact on most of the world. Outside of Europe this was especially true of the French Caribbean colonies, and the Spanish colony of Louisiana. Many Louisianians felt a great attachment to France, and throughout the Spanish reign pushed to have the colony retroceded. After the revolution, particularly after the publication of Citizen Edmund Charles Genet's 1792 pamphlet calling for uprising (and promising French support), it looked as though those discontented with Spanish rule might have cause for celebration. Alas, though French revolutionary influence played a factor in several small revolts and demonstrations across the colony from New Orleans to Natchez, it did not lead to successful revolution, or force a retrocession from Spanish hands back to the French. Indeed, the colony did not retrocede until nearly a decade later in 1800.</p><p> </p><p>The Lettres de Louisiane collection demonstrates the depth of connection felt by many Louisianians to France. The French identifying people of New Orleans demonstrated in the streets during the years immediately following the Revolution. Songs were invented and plays staged that contained themes of popular uprising and even the execution of royals and the Spanish regime. At the same time, however, there were royalists and French refugees, particularly from the French colony of St. Dominque, taking up residence in the city as well. Fear of slave revolt, fresh in the memory of the St. Domingue refugees, had a chilling effect on the willingness of the French planters to throw their lot in with the agitators in the city.</p><p>Louisiana Early English Corpus</p><p>Early Louisiana French Correspondence</p>
p16313coll19	LSU Medical Center 1991 Commencement Address by Lindy Boggs	<p>On December 12, 1991, retired Congresswoman, Corrine Lindy Boggs, addressed the graduating students of the Louisiana State University Medical Center during the commencement exercises gathered at the Kiefer UNO Lakefront Arena in New Orleans. Her handwritten notes and the references she used in writing the address were donated to the LSU Health Sciences Center - New Orleans in 2010 by Dr. & Mrs. Thomas Albert Jr. This collection was given to the Library for preservation in 2012.</p>
p15140coll15	Lippman Collection of Civil War Postal Covers	<p> Postal covers are envelopes with printed designs commemorating an event, person, or cause. These postal covers were created during the Civil War in support of the Union, with one postal cover in support of the Confederacy. </p><p></p><p> They were collected by Alfred S. Lippman of Morgan City, Louisiana, who donated them to the Louisiana Research Collection in 2009. An attorney, Lippman has been active in civic and business affairs. Among his many contributions are his services on the boards of the Community Foundation of Acadiana, 2009, United States Assay Commission, 1973-1974; Morgan City Harbor and Terminal District, 1967-2004 (President, 1972-1978-1999); Louisiana Board of Tax Appeals, 1980-1985; the Pan American Commission, 1990-1992; the Board of Supervisors, Louisiana Universities, 2000-2005; Whitney National Bank and Whitney Holding Corp., 1997- present; and the United States Coast Guard Foundation, 1990-2005. </p>
LSU_LHC	Louis Hasslemans' Musicians Photographs	<p></p><p>Louis Hasselmans was the son of the Belgian harpist Alphonse Hasselmans and the grandson of Joseph Hasselmans. He received his musical education at the Paris Conservatoire where he studied cello, composition, and conducting. He toured Europe as cellist with the Capet Quartet (1893-1909) and had his debut as a conductor with the Lamoureaux Orchestra in Paris in 1905. His conducting career began in 1909 and included seasons with the Opera Comique in Paris (1909-1911); in Montreal, Canada (1911-1913); with the Chicago Civic Opera (1918-1920); and the Metropolitan Opera as its director of French repertory (1921-1936). Hasselmans was a professor of music at Louisiana State University (1936-1948). He was married to Minnie Egener and died in San Juan, Puerto Rico in 1957.</p><p>This digital collection consists of portrait publicity photographs of Metropolitan Opera performers and a photograph of Louis Hasselmans. The original photographs are housed at LSU Libraries' Special Collections Library.</p>
p16313coll48	Joseph H. Fichter, S.J. Tapes	<p>The papers of Joseph H. Fichter, S.J., document the life of a priest, scholar, and social reformer. As a pioneer in the sociology of religion and as a champion of social justice, Father Fichter has frequently found himself embroiled in controversy and conflict. That vigorous engagement with his times is reflected in these papers, which shed light upon the Catholic Church, the Society of Jesus, academic sociology, and the quest for social reform.</p><p>These audiotapes contain interviews conducted by Fr. Fichter including those related to his research on Alcoholic Clergy. </p><p>For more information about this collection, view the full finding aid here.</p><p>This collection is only viewable within Special Collections & Archives, Monroe Library, Loyola University New Orleans. Please contact Special Collections for more information.</p>
RJR	Louisiana Coastal Ecology, Richard J. Russell Collection	<p>The digital material contained in the Louisiana Coastal Ecology Collection consists of maps, aerial photographs, audio files, geographic surveys, and interpretative materials on Louisiana's coastal zone. Included in this collection are the research materials used by the geologist and geographer Richard J. Russell. Russell came to LSU in 1928, and remained a professor there through his entire career. His research established his reputation as a world expert on the Mississippi and other delta regions, as well as on coastal erosion and coastal ecology.</p>
p16313coll65	Louisiana Decoys and Wildfowl Artifacts	No description
p16313coll67	Louisiana Documents of the State Library	No description
p15140coll41	Louisiana Early English Corpus	No description
LSU_PVC	Louisiana Ecology and Conservation, The Percy Viosca Jr. Collection	<p></p><p> </p><p>While employed by the Louisiana Department of Wildlife and Fisheries, Percy Viosca, a pre-eminent herpetologist, documented the coastal Louisiana landscape between 1921 and 1932. He traveled the state for his work that included mosquito control, riparian and marshland studies, flood control, taxonomic work with native Louisiana irises, newts, and snakes, culture of crawfish and environmental impact of oil refinery practices. The images in this collection document locations on or near the Louisiana coast and a few sites inland. All images refer to water quality, water control, or environmental conditions affecting water quality. The age of these images provides a rare opportunity to compare identified areas within Louisiana across an 80 year span. The processing and digitization of this collection was supported through a regrant from the Louisiana Sea Grant College Program.</p>
p16313coll62	Louisiana Ephemera at the University of New Orleans	<p>An eclectic collection of Louisiana-related materials not tied to a larger project that may include ephemera, pamphlets, books, and more. New items will be added periodically.</p>
p16313coll45	Louisiana Department of Wildlife and Fisheries Documents - LSU Libraries	<p>This collection contains digitized versions of the Louisiana Conservationist and associated titles from 1930 to 2010. More recent publications can be found on the Louisiana Department of Wildlife and Fisheries website. The historical LDWF documents were digitized through a partnership between the LSU Libraries and LDWF in 2010. </p>
p120701coll13	Louisiana Hurricane Resources	<p>This collection consists of resources dealing with hurricanes and tropical storms in South Louisiana. Resources include government documents, historical reports, and photographs from 1957 to the present.</p>
p16313coll52	Louisiana images from the Standard Oil Collection, Univ. of Louisville	<p>This collection contains Louisiana images from the University of Louisville Libraries Special Collections and Archives Standard Oil New Jersey Collection. The University of Louisville generously provided LSU Libraries permission and some digital surrogates of Louisiana related images in this important collection. Researchers Don Davis and Carl Brasseaux digitized the remainder of the Louisiana images on-site in Louisville. Through this collaborative effort, LSU Libraries is happy to provide access to these unique images of people and places around Standard Oil sites in Louisiana between 1943-1950. For permission to use the images or for high resolution versions of images in this digital collection, please contact the University of Louisville Libraries and reference specific information associated with each image. </p>
p15140coll58	Louisiana Menu and Restaurant Collection	<p>The Louisiana Research Collection (LaRC) preserves extensive holdings documenting Louisiana’s food and cooking culture, including several thousand menus, restaurant brochures, bar flyers, and other items essential for understanding the cuisine and food industry of our state.</p><p> </p><p>This online collection comprises three parts. Currently available are restaurant menus from the 1930s to the present. LaRC also preserves menus and brochures for hotel restaurants, as well as drink lists and promotional flyers for bars. Those extend to the 1910s and will go online during the summer and fall of 2012. Third, LaRC preserves banquet menus for organizations holding meetings and conventions. Extending back to the 1870s, we hope to put those online in the fall of 2012 and spring of 2013.</p><p> </p><p>While this online collection can be an invaluable service to researchers, we hope it will also spur a greater awareness of the importance of menus and restaurant brochures in documenting and preserving Louisiana foodways. This will therefore be an ongoing collection with new items added as we receive them.</p><p> </p><p>If you have a Louisiana menu or a menu collection, please contact us at larc@tulane.edu or 504-314-7833 so we can permanently preserve it and make it available to researchers from around the world.</p><p> </p><p>Note that LaRC’s menu and food brochure collection is only one part of its extensive holdings about Louisiana’s food heritage, including cookbooks, guidebooks, and publications of Louisiana food processors; publications and reports of food, dining, and agricultural trade organizations; and publications of food and wine clubs. The Louisiana Research Collection is a major research source for food professional organizations, clubs, and food service industries in Louisiana, preserving such serial titles as Dough Boy (Published in the Interest of the Southern Bakery Industry), Louisiana Grocer, and The Mixer, official organ of the Master Bakers' Association of New Orleans, as well as documents about Louisiana gourmand clubs, such as the Confrérie des chevaliers du Tastevin and the Ancient Order of Creole Gourmets.</p><p></p><p>LaRC also preserves archival holdings pertaining to food and foodways in Louisiana, such as the Lafcadio Hearn papers (which include Creole recipes, proverbs and remedies loaned to Hearn by Dr. Rudolph Matas), the Jackson Brewing Company records, and the recipe books of noted sculptor Angela Gregory’s mother and grandmother.</p><p></p><p>To search our holdings and to learn more about how you can help preserve Louisiana’s food heritage, please visit the LaRC website.</p>
LSU_LNP	Louisiana Newspaper Access Program - LaNeAP	<p></p><p> </p><p>The Louisiana Newspaper Access Program contains representative images of the earliest newspaper titles from Louisiana's 64 parishes. This digital pilot project, which was funded in part by a Louisiana Board of Regents grant, is a precursor to LSU Libraries' involvement with the National Digital Newspaper Program (NDNP) and the development of the Digitizing Louisiana Newspaper Project (DLNP). </p><p>The LaNeAP (or "lagniappe") digital collection focus is early extant newspapers that are not available through the Library of Congress' Chronicling America site.</p><p>Thanks to researcher Judy Riffel and the Iberville Parish Clerk of Court office in Plaquemine 139 newspaper issues from 1831 to 1922 consisting of 13 Iberville titles, one West Baton Rouge title, and two Baton Rouge titles were added in 2012. </p>
