p16313coll17	Gulf South Decorative and Fine Arts Database	<p></p><p>The Classical Institute of the South is a 501(c)(3) nonprofit organization dedicated to identifying and documenting fine and decorative art objects in the Gulf South and making that information available to all.  We believe that objects are dynamic, provocative, and vital to understanding the past. Since the first Gulf South Field Survey in 2011, fellows and staff of the Classical Institute of the South (CIS) have cataloged over 1,000 objects in private collections dating from the 18th century through the Civil War. The survey spans Alabama, Louisiana, and Mississippi, and we are continually expanding our reach throughout the region. </p><p> </p><p>So far, the Gulf South Field Study has only scratched the surface of the rich cultural material that survives in the region. In addition to expanding into new physical areas, the CIS also seeks to explore new material evidence of the cultural diversity represented in the Gulf South. As cataloging efforts continue, new information and images will be added to this database in order to draw attention to the objects and to the research possibilities that they present. </p><p> </p><p>Such an undertaking would not be possible without the cooperation of willing homeowners and institutional partners. The CIS is pleased to participate in the active cultural community of the Gulf South region along with collaborators such as The Historic New Orleans Collection, the Louisiana State Museum in New Orleans, Louisiana, the New Orleans Museum of Art, the LSU Museum of Art in Baton Rouge, Louisiana, the Historic Natchez Foundation in Natchez, Mississippi, and others.  </p><p> </p><p>The Historic New Orleans Collection has provided advisory and technical support throughout the project, and hosts the database as part of its contributions to the Louisiana Digital Library.</p><p> </p><p>Visit the Classical Institute of the South's website for news on the progress of the project, highlighted objects, and information on how to get involved. </p><p> </p><p>Browse all items in the collection</p>
p16313coll56	Col. Joseph S. Tate Photograph Album	<p></p><p> </p><p>View all Images </p><p> </p><p>Joseph S. Tate (1894-1963), a 1917 graduate of West Point and a field artillery officer who served in both World Wars, was commanding officer of the Louisiana military district in 1950.  A photograph album that belonged to him comprises this digital collection.</p><p>  </p><p>The album, now unbound, contains 103 black and white prints mounted on paper.  The images show scenes from several locations in Louisiana during the 1920s, including Baton Rouge, New Orleans, St. Martinville, Morgan City, Avery Island, and Franklin.  The New Orleans images show scenes of Mardi Gras, The Vieux Carré, buildings, and architectural details.  There are also photos of Bayous scenes, particularly Bayou Teche.  Children and wildlife appear in some of the photos.  In addition, there is a group of logging industry images showing workers, roads, and equipment.  Another group of photos was taken along Louisiana coastal areas and depicts oyster and shrimp fishermen, their boats, nets, camps, activities, and families.</p><p> </p><p>View Collection Finding Aid</p><p> </p>
p16313coll53	Cole Coleman Photographs	<p>The collection consists of gelatin silver prints made by New Orleans photographer Howard “Cole” Coleman (1883-1969) and donated to Tulane University in memory of his wife, Thelma Hecht Coleman. Most images represent Coleman’s professional work in Louisiana; a smaller number consists of copy-stand images taken from historic documents. Most predate his wife’s death in August 1963. </p><p>As a commercial photographer, Coleman specialized in local subjects developed in series. His photographs have a documentary quality since his darkroom work relied primarily on enlargements and cropping. The collection thus includes straight photographs and corresponding negatives of visiting celebrities, jazz musicians, notable structures, festival culture, restaurants, wildlife and foreign trade operations.</p><p>By the late 1950s and influenced by his wife, Coleman focused on the region’s historic architecture, especially rural plantations and Vieux Carré buildings. He took an interest in documenting the same subjects over the course of time, photographing buildings before and after renovations or other significant changes. He used the same approach with his commercial Mardi Gras images, situating his camera in two locations along major parade routes to systematically photograph passing float processions. Gallier Hall (545 St. Charles Street) and the Keller-Zander building (814 Canal Street) typically form the backdrop to his these images.</p><p>Notable amongst his non-architectural series are time-based and aerial photographs. Two separate series of negative images record the sequences of activities associated with Algiers “poor boy” bread-making and Bayou Barataria shrimping. Two series of aerial photographs document trade operations along the Mississippi River, one centered on the Industrial Canal at North Claiborne Avenue and the other on the International Foreign Trade Zone. Wharf productivity is emphasized, with steamers, tugboats, stevedores and exports featuring prominently.</p><p>A smaller group of images document celebrities in New Orleans. He photographed First Lady Eleanor Roosevelt, President Dwight D. Eisenhower, and military aviators Eddie Rickenbacker and Claire Lee Chennault. He recorded Nelson Eddy and Jeannette MacDonald’s appearances at a New Orleans Muscular Dystrophy benefit and Dorothy Lamour’s 1956 Mardi Gras participation. His images of Denise Darcel (1924-2011) clowning with floats in the Rex den coincided with a period in which the French-American actress was regularly performing in New Orleans theatres and night clubs. The Famous Door, the Paddock Lounge, and Alphonse Picou’s St. Claude Avenue funeral drew his attention to local musicians, although this was not a mainstay of his professional work.</p>
CRD	Colville River Delta,  Alaska Collection	<p>Dr. H. Jesse Walker, a geographer at Louisiana State University, devoted more than four decades to the study of the Colville River Delta region of Alaska. In an ongoing effort, thousands of objects from his study of the region are available, including published and unpublished papers, charts and graphs, maps, notes, photographs and aerial photographs, and other materials.</p>
p16313coll63	The Crescent City Pictorial	<p>In 1926, former school teacher and newspaper publisher O.C.W. (Orlando Capitola Ward) Taylor published a 28-page souvenir booklet dedicated "to the Progress of the Colored Citizens of New Orleans, Louisiana, "America's Most Interesting City." The Crescent City Pictorial was designed by O.T. Griffin and featured the photography of Villard Paddio. This largely visual publication featured images of African American homes, businesses, schools, churches, and social organizations, and serves as one of the best visual documents of African American life in early 20th century New Orleans.</p><p> </p><p>Businesses include the United Industrial Life Insurance Company, Carr & Llopis Undertakers, Dorsey's Valeteria, Flint-Goodridge Hospital, Geddes & Moss Undertaking and Embalming, George D. Geddes Co. Morticians, Astoria Hotel & Restaurant, as well as various pharmacies, photography studios, and mercantile companies. Social organizations, such as the San Jacinto Club, People's Community Center, Pythian Temple, Autocrat Social & Pleasure Club, and Lions Club are also featured, as well as various schools, including New Orleans College, Xavier University, Straight College, and elementary and secondary schools.</p><p>For more information, please visit the Amistad Research Center’s website: (http://www.amistadresearchcenter.org/).</p>
LSU_DYP	Donn Young Photographs	<p></p><p> </p><p>Donn Young began his professional photographer's life over 30 years ago. His work has appeared in Time, Newsweek, the New York Times, and many other publications. In addition to his studio and commercial work, he became the official photographer of the Port of New Orleans in 1996.Donn's entire life's work was in his Lakeview studio and home when the flood waters of Hurricane Katrina rose in 2005. Unreachable for weeks, his home and studio were submerged, drained, and submerged again, with the collection left to mold and ruin in a witches' brew of brackish water, sewage, petroleum products, and other compounds while efforts to drain the city got underway.The LSU Libraries Special Collections managed to salvage 32,645 images portraying a wide range of images from New Orleans, Louisiana, and beyond. Images include people, art, music, theater, plants, food, buildings, views, manners and customs, religion and culture, education, medicine, business, industry and transportation, Associations and Institutions, Publications, sports, and portfolios.</p>
p16313coll76	Doussan family papers, 1827-1872	<p></p><p> </p><p>The Doussans were an émigré French family who settled in East and West Baton Rouge Parish, La., in the wake of Napoleon’s downfall.  Comprised of correspondence, financial papers, and personal papers of family members, the collection, which dates 1827-1872, reflects the Doussans’s planting operations in West Baton Rouge Parish, financial and legal transactions in Louisiana and France, family activities, interests, and concerns, and the experience of French émigrés in Louisiana as they encountered Anglo-American culture and society. Correspondence includes letters to and from friends and family in France.</p><p>Additional information.</p><p> </p><p> </p>
p16313coll16	Early Images of Latin America	<p>"Early Images of Latin America" provides 1,136 images from the Latin American Library’s Image Archive documenting people, places, landscapes, urban and rural scenes in various countries of the region from the mid-19th century to c. 1910. Images come from an array of sources, such as promotional albums compiled as travel souvenirs for tourists, studio portraits, personal photographic albums, glass lantern slides and stereoscopic images, as well as images captured by professional and amateur photographers. The geographic scope of the collection includes Argentina, Brazil, Costa Rica, Cuba, Guatemala, Honduras, Jamaica, Mexico, Panama, Peru, and Uruguay, with particular focus on the cities of Buenos Aires, Havana, Lima, Mexico City, Montevideo, Rio de Janeiro, San José de Costa Rica, and Tegucigalpa. </p><p>The collection features a variety of urban inhabitants and street scenes, waterfronts, botanical parks, and city architecture and landmarks. Rural views capture the production of coffee, bananas, tobacco, and sugar in haciendas and estancias, along with some portraits of local indigenous people, rural laborers, gauchos, and peasants. A selection from Panama highlights early phases of the construction of the Panama Canal and the daily life of people living and working along the Canal Zone.</p><p>Included are several collections by some of the region's earliest and most prominent photographers such as Marc Ferrez, Courret y Hermanos, Abel Briquet, Sanfred Robinson, Antíoco Cruces y Luis Campa, Arturo W. Boote & Cía. among others.</p><p>La colección “Early Images of Latin America” [“Primeras Imágenes de Latinoamérica”]  ofrece un panorama documental fascinante de la vida moderna en las ciudades y sectores rurales de Latinoamérica desde mediados del siglo diecinueve hasta aproximadamente 1910.  La colección cuenta con más de 1.800 imágenes del archivo fotográfico de la Biblioteca Latinoamérica de la Universidad de Tulane seleccionadas en torno a varias temáticas tales como transporte fluvial, marítimo y terrestre, turismo, producción agrícola, arte y arquitectura, industrialización, vida cotidiana en centros urbanos, jardines botánicos y parques, paisajes de la naturaleza, inmigración, y el canal de Panamá.  Las imágenes provienen de una variedad de fuentes tales como álbumes de fotos comerciales de promoción, álbumes de familia y personales, retratos,  placas de linterna e imágenes estereoscópicas.  Las imágenes han sido tomadas por fotógrafos profesionales así como aficionados.  Geográficamente, la colección abarca gran parte de la región.  Aparecen representados Argentina, Brasil, Costa Rica, Cuba, Guatemala, Honduras, Jamaica, México, Panamá, Perú, y Uruguay, con enfoque especial en las ciudades de Buenos Aires, Habana, Lima, México D.F., Montevideo, Rio de Janeiro, San José de Costa Rica, y Tegucigalpa.</p><p> </p><p>Entre las imágenes se encuentran vistas de ciudades y de sus habitantes, escenas costeras y portuarias, así como vistas de parques, estructuras arquitectónicas, y monumentos.  Los panoramas rurales captan escenas de la producción de varios alimentos tales como café, banano, azúcar, y tabaco en haciendas y estancias además de retratos de indígenas de varias regiones, labradores, gauchos, y agricultores.  Se incluye también un grupo de imágenes que captan las fases iniciales de la construcción del Canal de Panamá y la vida cotidiana de las familias que vivían y trabajaban en la zona del canal.  Entre los fotógrafos se destacan algunos de los pioneros y de mayor renombre en la región, tales como Marc Ferrez, Courret y Hermanos, Abel Briquet, Sanfred Robinson, Antíoco Cruces y Luis Campa, Arturo W. Boote & Cía., entre otros.</p>
LSU_CFF	Early Louisiana French Correspondence	<p></p><p> </p><p>The Early Louisiana French Correspondence collection is a digital corpus of letters in French written in Louisiana in the 18th and 19th centuries. The purpose of the corpus is to enhance access to rare and understudied French language documents held in the LSU Libraries Special Collections division by providing images of the original documents with transcriptions. For the initial selection, Dr. Carole Salmon choose 100 letters, taking into consideration factors such as the author's gender, profession, and social status to create a diverse corpus that will be useful to a wide range of scholars and researchers in fields such as history, sociology, economy, geography, and linguistics.</p><p> </p><p>Browse The Collection by: </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> Project Website Center for French & Francophone Studies LSU Libraries Special Collections </p>
p16313coll9	Edith Dabney Doll Collection	<p></p><p> </p><p>This collection features photographs of over eighty dolls which were donated to LSU Libraries Special Collections starting in the 1960s by retired professor of speech and costume design, Edith Dabney. Each doll was photographed at several angles so the details of distinguishing materials and dress fabric could be seen. Some dolls also feature close-up shots of the face or other unique characteristics. Each doll includes a description, often with information about the doll’s origin, distinctive dress, and how they were acquired.</p><p>The dolls originate from all over the world, including but not limited to: Scotland, Japan, Mexico, Turkey, and China. Most of the dolls in the collection wear clothes that reflect this cultural diversity and convey a unique story.The “Hua Moo Lan” doll represents a sixteenth century Chinese heroine who bravely disguised herself as a male soldier and lead her country into battle.The doll features an elaborate hair-dress, painted features and an intricate dress featuring feathers. The “Bali authentic doll” from the island of Bali is made in the figure of Tijili, the symbol of fertility and good fortune.The doll is made from hand-woven straw like material, a dramatic fan like head, with decorative earrings.With each meticulously designed costume, the collection offers a unique glimpse into the national dress across the globe. </p><p> </p>
p15140coll26	Edna Tiny Tarbutton Collection	<p>This collection contains items that document the career of national records setting and Hall of Fame basketball coach, Willie Edna "Tiny" Tarbutton. Tarbutton coached all of her 33 years at Baskin High School in Baskin, Louisiana where she posted 654 wins, 263 losses and 2 ties.  Her honors include four Halls of Fame: Louisiana High School Athletic Association Hall of Fame, Louisiana Sports Writer's Hall of Fame, National High School Hall of Fame and the Women's Basketball Hall of Fame.</p><p></p>
p16313coll26	Ernest J. Gaines Papers	No description
p15140coll45	Essai d'Anatomie	<p>The Essai D'Anatomie was produced by Gautier D'Agoty in 1745 in  Paris, France.  It is a remarkably detailed atlas of the head, neck,  and shoulder areas of the human body with explanatory text in French.  The anatomical images were based on human cadavers dissected by Joseph  Duverney (1) and produced using the mezzotint method of engraving and  printing. </p><p> </p><p>Mezzotint color engraving printing was invented by Jaques Christophe Le Blon in 1719.  Mezzotint (from the Italian phrase mezza tina or half tone)  prints are produced by engraving a metal plate with numerous small  holes that hold ink.  When used to make a print, the engraved plate  produces large areas of subtle shaded color tones.  Since the mezzotint  technique is quite labor-intensive, it fell out of favor by the 20th  century, although it is still utilized by some artists.  Most often used  to reproduce paintings by famous artists, mezzotint printing was rarely  used for original works of art (2), making the Essai D'Anatomie a work of great scientific and artistic significance.</p><p> </p><p>The original copy of the Essai D'Anatomie held by the Rudolph  Matas Library of the Health Sciences at Tulane University was restored,  bound, and digitized by William Kitchens.  The restoration work was  completed on May 6, 2008.  These remarkable anatomical images from the  18th century provide a fascinating look into both the artistic and  scientific climate of the period.</p><p> </p><p> References: </p><p></p><p>1.  Christiess. (2011). GAUTIER D'AGOTY, Jacques (1717-1786) and  Joseph Guichard DUVERNEY. Essai d'Anatomie, en Tableaux imprimes, qui  represent au naturel tous les muscles de la face, du col, de la tete, de  la langue & du larynx... -- Myologie complette en couleur et  grandeur naturelle, compose de l'essai et de la suite de l'essai  d'anatomie, en tableaux imprimes. Paris: Gautier [vol. I]; Gautier,  Quillau pre et fils, and Lamesle [vol. II], 1745-46-[48]. | Books &  Manuscripts Auction. Retrieved June 14, 2011, from  http://www.christies.com/LotFinder/lot_details.aspx?intObjectID=4959941.</p><p> 2.  mezzotint. (2011). In Encyclopedia Britannica. Retrieved June 14,  2011, from http://www.britannica.com/EBchecked/topic/379559/mezzotint.</p>
p16313coll86	Ex Parte Plessy (Plessy v. Ferguson)	<p>Plessy vs. Ferguson was a landmark civil-rights case that went before the United States Supreme court in 1896 that upheld the constitutionality of state Jim Crow laws requiring racial segregation in public facilities and established the “separate but equal” doctrine which remained until the 1954 Brown v. Board of Education decision which overturned it. The law was unsuccessfully challenged by the Comité des Citoyens and Homer Adolphe Plessy. This collection contains primary sources for the case including transcripts of the original court case, the legal arguments used by civil rights activist Albion W. Tourgée against the Separate Car Act of 1890, the defense of the arguments by Judge John Howard Ferguson and the decisions by former Governor and Chief Justice Francis T. Nicholls. </p><p> </p><p>Item 1: Petition to the Supreme Court of the State of Louisiana by Albion W. Tourgée and James C. Walker, counsel for Plessy, Nov. 22, 1892. Manuscript. 7 pages and blank cover. Notarized by Louis A. Martinet, notary public. Signed by H. A. Plessy and Louis A. Martinet.</p><p>Item 2: Exhibit A. Second Recorder's Court of the City of New Orleans. #7657. The State v. Homer Adolph Plessy. Affadavit by Detective Chris C. Cain, June 8, 1892. Manuscript. 2 pages.Recorder: A. R. Moulin. State's witnesses: J. L. Scott, 19 Commercial Place; J. J. Dowling, conductor, 122 Common. Certified copy by J. Malloy, deputy clerk, Nov. 21, 1892.</p><p>Item 3: Exhibit B. Criminal District Court for the Parish of Orleans. #19117. The State vs. Homer Adolph Plessy. Bill of information-- violating provisions of Act. #111 of 1890. Lionel Adams, assistant district attorney  for Orleans Parish. Manuscript. 2 pages. F. J. Letter, minute clerk, filed July 20, 1892. Certified copy by M. Malloy, deputy clerk, Nov. 21, 1892.</p><p>Item 4: Exhibit C. State of Louisiana. "An act to promote the comfort of passengers on railway trains... " #111, July 10, 1890. Typescript 4 pages and green paper cover.</p><p>Item 5: Exhibit D. Criminal District Court...Parish of Orleans. Section A.#19117. The State v. Homer Adolph Plessy. Defendant's plea, Oct. 13, 1892. Typescript 6 pages.and gray paper covet. On cover: order by Francis T. Nicholls, Chief Justice of Louisiana (signature), Nov. 22, 1892. Service of records, J. H. Ferguson, Judge, Nov. 23, 1892. For writs of prohibition and certiorari.</p><p>Item 6: Supreme Court of the State of Louisiana. #11134. Ex parte Homer A. Plessy. Writs of prohibition and certiorari to be served on John H. Ferguson, Judge, Section A Criminal District Court. Francis T. Nicholls, Chief Justice, Nov. 22, 1892. C. W. Buchanan, deputy clerk. Manuscript. 2 pages.</p><p>Item 7: Criminal District Court... Parish of Orleans. Section A. #19117. The State v. Homer Adolph Plessy. Certified copy of proceedings. Includes Bill of information, defendant's plea, demurrer by Asst. District Attorney, joinder to demurrer. Manuscript. 26 pages.and 4 covers.</p><p>Item 8: Supreme Court of the State of Louisiana. #11134. Ex parte Homer A. Plessy. Sheriff's return. James Drignan, deputy sheriff, Nov. 23, 1892. Filed Nov. 28, 1892. Manuscript. 2 pages.</p><p>Item 9: Ibid. #11134 Answer of John H. Ferguson, Presiding Judge, Criminal District Court, Section A, to application for writs of prohibition and certiorari, with signature of respondent, John H. Ferguson,  filed Nov. 26, 1892. Typescript 4 pages and two covers.</p><p>Item 10: Ibid. #11134 Brief of relator for writs of prohibition and certiorari to the judge of Section A, Criminal District Court, for the parish of Orleans, by Albion W. Tourgee and James C. Walker, attorneys for relator. (Printed by A. W. Hyatt Stationery Mfg. Co., Ltd., 73 Camp St., N. 0.). 22 pages.and cover. On cover: ....La copy of this brief has been Served [on] Lionel Adams, Esq. opposing Counsel.”</p><p>Item 11:  Ibid. #11134  Application for writs of prohibition and certiorari. Brief  for respondent, John H. Ferguson, by Lionel Adams, attorney for respondent. (Printed by V. Mauberret, printer, 112, 114 Poydras St., N. O. 30 pages and cover.</p><p>Item 12 (bound with item 11): Ibid. #111134. Syllabus, ex parte Homer A. Plessy [on behalf of respondent]. 5 pages.</p><p>Item 13: Ibid. #11134. Opinion and judgment by Charles E. Fenner, Associate Justice. Filed December 19, 1892. Manuscript. 17 pages.and cover. "70-86" numbered pages.</p><p>Item 14: Ibid. #11134. Petition for a rehearing by Albion W. Tourgée and James C. Walker, attorneys for Plessy. Dec. 26, 1892. Manuscript. 4 pages.</p><p>Item 15: Ibid. #11134. Relator's brief for a rehearing, December 24, 1892. 3 pages.(ca. December 1892). Note. items 14 and 15 are enclosed in a folder, annotated:  Rehearing refused, Jan. 2, 1893."</p><p>Item 16: Circuit Court of the U. S. for the Eastern District of Louisiana. Copy of writ of error lodged in the clerk's office of the Supreme Court of Louisiana, Jan. 5, 1893. Manuscript. 3 pages.</p><p>Item 17: Supreme Court of the State of Louisiana. #11134. It parts Homer A. Plessy. Bond for writ of error. Signatures: H. A. Plessy, Paul Bonseigneur (surety), Francis T. Nicholls, Chief Justice, and T. Mc. Hyman, Clerk, Supreme Court of Louisiana. Manuscript. 2 pages.</p><p>Item 18: Supreme Court of the U. S. #210. Plessy v. Ferguson. Provisional writ of prohibition dissolved by Supreme Court of Louisiana, December 19, 1892. Affirmed by the U. S. Supreme Court, May 18, 1896. Remanded to Supreme Court of Louisiana, September 28, 1896. Manuscript. 4 pages.</p><p></p>
p15140coll46	Fonville Winans’ Aerial Views of Baton Rouge	<p></p><p> </p><p>Baton Rouge experienced the onset of rapid growth in the post-World War II years: a number of housing developments were built, in one case as a result of modified war-era pre-fabricated building production facilities; businesses expanded on their existing sites or built new sites; new public, private, and parochial schools rose, and; a new public hospital went up.</p><p>Baton Rouge photographer Fonville Winans shot at least thirteen rolls of 35mm black & white film in 1947 between the months of February and June, inclusive, from his small private airplane. Information in his shot log indicates he intended to sell copies of the images to businesses documented in the images. Fonville noted in the shot log which images sold and which did not, though we have no definitive proof if these notations are complete.This digital collection consists of two series. The first series  is six (6) two-sided ledger book pages listing each of twelve (12) flights with some additional information associated with each frame of the roll of film shot during that flight. Every frame does not necessarily have an associated identification. One additional roll of aerial photographs not listed in the shot log is included in this collection.The second series contains a total of four hundred fifty seven (457) digital reproductions of the 35mm black & white exposures created during the flights listed above. A small number of the original exposures were unusable.For the most part, Fonville flew along the most developed streets in Baton Rouge such as Plank Road, Scenic Highway, Choctaw Street, Florida Street, and Florida Boulevard. He occasionally flew over and photographed areas that were being developed in 1947, such as the Melrose Subdivision – just north of Florida Boulevard and east of North Foster Drive – and the area near the intersection of Florida Boulevard and Airline Highway, which, in 1947, was an “open” area on the verge of development. One roll is entirely devoted to images of the current Louisiana State University campus and vicinity.There are no physical, positive prints of these negatives.Of particular note is the Crawford Homes development in Delmont Place. W. Hamilton Crawford arrived in Baton Rouge in 1941 to start a company that made prefabricated barracks and hospitals for the U. S. war effort.  Following the war, Crawford turned to developing pre-fabricated home subdivisions in Louisiana and elsewhere. Delmont Place is located less than 1 mile southwest of the intersection of Airline Highway and Plank Road bounded by Riley Street (north), Plank Road (east), Shelly Street (south) and, Douglas Avenue (west).Additional new housing developments pictured within this collection are: the Concrete House Project in the Belfair Homes subdivision bounded by Choctaw Drive (north), Martin Avenue (east), Washington Avenue (south), and North 38th Street (west), and; Rittiner Drive housing project built between McGrath Avenue (north), Eugene Street (east), Myrtle Avenue (south), and St Rose Avenue (west). Olive Street and Rittiner Drive pass through the quadrangle described by the streets named above.The campus of Louisiana State University, seeing an influx of World War Two veterans utilizing the benefits of the Servicemen's Readjustment Act of 1944 (commonly known as the GI Bill of Rights), put up war surplus “hutments” just off campus on Nicholson Drive to house married students. Hutments were also installed on campus for faculty housing.New housing was also going in around the City Park, Erie, and University Lakes. Many of these homes were being built by Standard Oil Company (now ExxonMobil) management and other prominent businessmen.It is important to know that a number of changes have taken place in Baton Rouge between 1947 and 2012 when the collection was processed. The most import of those changes in relationship to this collection is two-fold: 1) Street numbering changed as density increased, and; 2) Streets changed names and in some cases ceased to exist.Where possible, image location identifications were created and verified using the following resources:•    city directories for 1947, 1948, and 1949;•    a street map published in 1947, and;•    Google maps.Given the changes in street numbering and street names, anyone using this collection to identify a site using only its current address may not be able to do so. This is especially true regarding the numbering of the homes along East and South Lake Shore Drives and businesses along Florida Street, Florida Boulevard, Government Street, and other streets and avenues paralleling these main streets.In 1947, North 21st Street between Main Street and Choctaw Street continued as such to Choctaw Street. Today, that portion of North 21st Street between Main Street and Choctaw Street has been renamed as a continuation of Scenic Highway. Also in 1947, there was as yet no Acadian Thruway. The following streets, from north to south, were incorporated into Acadian Thruway at some point:•    North 33rd Street from Mohican to Choctaw Drive;•    North 33rd and 34th Streets between Choctaw Drive and North Street;•    Kernan and Margaretta Avenues from North Street to North Boulevard;•    Oakwood Drive from North Boulevard to Government Street; •    Westmoreland Drive from Government Street to Clay Cut Road, and;•    Cleon Avenue from Clay Cut Road to Hundred Oaks Avenue.From Hundred Oaks Avenue south a new road connector was eventually constructed to tie Acadian Thruway into Stanford Avenue. To find an address currently given as Acadian Thruway will require knowing the cross streets between which the building is located. If the current address is on that section of the Thruway between Hundred Oaks Avenue and Stanford Avenue it will not be in this collection as that section of the Thruway did not exist in 1947.Copyright is retained by descendants of the creators in accordance with U.S. copyright law. Permission for publication must be obtained from Robert L. Winans, son of Fonville Winans.</p>
FJC	Frances B. Johnston Photograph Collection	No description
FBM	Frank B. Moore Collection	<p>Collection Description</p><p>Frank B. Moore (1869-1957) was a commercial photographer in New Orleans from 1896 until his death on January 21, 1957. Born in Sauk Center, Minnesota, Moore learned his trade in Milwaukee working with the noted photographer Simon Leonard Stein. He had various studios during his sixty-seven year career in New Orleans, including 1008 Canal St. (1896-99), 147 Baronne St. (1900-02), 1001 St. Charles Ave. (1903-06), 1700 St. Charles Ave. (1907-14); 114 ½ Baronne (1915-20); and 1317 Tulane Ae. (1923-58). For a brief time in the mid-920s he also managed a film studio called "Crescent Comedies." Moore married Elizabeth (Bessie) Meade, sister of British artist Sir Arthur Meade, and they had two children: Frank B. (Sonny) Moore, Jr., and Gladys Renya Moore. At various times the whole family was involved in the business. Bessie worked before their marriage as a "retoucher", as president and secretary of the business after they married, and photographer after her husband retired. Frank, Jr., worked as a photographer for a time in the 1930s, while Gladys served as a frequent model for her father, winning many beauty contests in the 1920s, including "Miss New Orleans" in 1926. After Bessie retired, Gladys Moore continued the business until 1972.</p><p>The Frank Moore Collection contains nearly 550 negatives, most of them glass plates, taken from 1915 to 1950. Well over half of the collection consists of individual and group portraits, many featuring performers in costume, musicians, and local schools. The remaining images are of local industrial or commercial subjects and outdoor scenes. The photographs cover all aspects of New Orleans history and culture and offer a rich insight into the fashions, work, landmarks and leisure of the city during these important years.</p><p>(Source: New Orleans States, August 31, 1902; New Orleans Times-Picayune, January 23, 1957; New Orleans City Directories, 1896-1958)</p><p></p><p>Browse All Items in This Collection</p><p>Browse by Subject Terms:</p><p>Browse by Terms in Title:</p><p>To refine your search, click "Advanced Search" at the top of the page.</p>
